ID	µØÍ¼±àºÅ »»ËãºóX×ø±ê  »»ËãºóY×ø±ê  »»ËãºóZ×ø±ê
3080    world    1906.05    260.28    1920.82
3080    world    1755.28    230.64    1797.43
3080    world    1458.69    231.19    1593.02
3080    world    1225.85    337.25    1997.81
3080    world    1522.46    311.16    2254.18
3080    world    1332.79    328.94    2392.06
3079    world    1214.89    335.92    1809.22
3079    world    1974.62    234.69    2408.88
3075    world    1385.07    321.64    2326.2
3075    world    1288.52    342.2    2159.74
3075    world    1268.34    331.74    1918.92
3075    world    1604.93    263.6    1914.87
3075    world    1929.95    236.39    1870.82
3075    world    1898.07    280.23    2080.88
3075    world    1708.74    279.5    2324.74
3075    world    1909.89    240.32    2490.17
3074    world    1519.97    291.91    2093.39
3074    world    1848.59    224.16    1740.17
8753    world    1786.78    284.31    2171.84
8754    world    1802.56    283.58    2202.71
1583    world    2107.5    226.51    2307.96
1603    world    2107.5    226.51    2307.96
1580    world    2107.5    226.51    2307.96
1583    world    2102.81    225.03    2410.87
1603    world    2102.81    225.03    2410.87
1580    world    2102.81    225.03    2410.87
1583    world    2158.77    221.85    2522.2
1603    world    2158.77    221.85    2522.2
1580    world    2158.77    221.85    2522.2
1583    world    2083.67    226.1    2521.84
1603    world    2083.67    226.1    2521.84
1580    world    2083.67    226.1    2521.84
4080    world    2210.99    222.1    1736.93
4083    world    2139.47    222.1    1682.76
4083    world    2395.19    224.43    1867.77
4085    world    2197.94    222.1    1735.68
1296    world    2474.57    219.23    1720.09
1256    world    2474.57    219.23    1720.09
1444    world    2474.57    219.23    1720.09
1479    world    2951.16    186.89    2009.16
1238    world    2951.16    186.89    2009.16
1238    world    2960.56    185.76    1805.7
1479    world    2960.56    185.76    1805.7
1241    world    2942.83    197.14    2204.06
1776    world    2942.83    197.14    2204.06
1479    world    2988.86    180.58    1670.16
1238    world    2988.86    180.58    1670.16
1241    world    3019.06    205.87    2534.36
1776    world    3019.06    205.87    2534.36
1776    world    2772.31    197.21    2534.3
1241    world    2772.31    197.21    2534.3
1241    world    2700.83    195.07    2376.87
1776    world    2700.83    195.07    2376.87
1241    world    2591.94    201.27    2490.18
1776    world    2591.94    201.27    2490.18
1238    world    2654.64    183.01    1594.92
1479    world    2654.64    183.01    1594.92
1447    world    2311.67    218.69    2464.72
1527    world    2311.67    218.69    2464.72
1527    world    2331.33    219.06    2521.1
1447    world    2331.33    219.06    2521.1
1296    world    2453.93    225.88    1820.13
1256    world    2453.93    225.88    1820.13
1444    world    2453.93    225.88    1820.13
1527    world    2292.1    218.99    2367.84
1447    world    2292.1    218.99    2367.84
1444    world    2373.09    226.79    1704.92
1256    world    2373.09    226.79    1704.92
1296    world    2373.09    226.79    1704.92
1444    world    2372.14    220.44    1829.46
1256    world    2372.14    220.44    1829.46
1296    world    2372.14    220.44    1829.46
1296    world    2400.93    219.04    1904.6
1256    world    2400.93    219.04    1904.6
1444    world    2400.93    219.04    1904.6
1444    world    2247.49    218.88    1961.5
1256    world    2247.49    218.88    1961.5
1296    world    2247.49    218.88    1961.5
1296    world    2240.17    229.03    1859.63
1256    world    2240.17    229.03    1859.63
1444    world    2240.17    229.03    1859.63
1444    world    2132.86    221.98    1900.5
1256    world    2132.86    221.98    1900.5
1296    world    2132.86    221.98    1900.5
1416    world    2743.22    290    2261.52
1417    world    2743.22    290    2261.52
1419    world    2743.22    290    2261.52
1718    world    2413    384.26    2111.13
1727    world    2413    384.26    2111.13
1727    world    2422.56    401.54    2100.49
1718    world    2422.56    401.54    2100.49
1296    world    2205.85    222.29    2196.52
1256    world    2205.85    222.29    2196.52
1444    world    2205.85    222.29    2196.52
1444    world    2208.41    223.54    2074.17
1256    world    2208.41    223.54    2074.17
1296    world    2208.41    223.54    2074.17
1419    world    2260.32    360.5    1766.25
1417    world    2260.32    360.5    1766.25
1416    world    2260.32    360.5    1766.25
1416    world    2807.28    354.24    1813.71
1417    world    2807.28    354.24    1813.71
1419    world    2807.28    354.24    1813.71
1296    world    2260.06    220.03    1631.52
1444    world    2260.06    220.03    1631.52
1256    world    2260.06    220.03    1631.52
26761    world    2151.44    222.01    1644.91
26762    world    2196.45    222    1773.45
13504    world    2201.24    225.52    1630.29
13503    world    2196.34    225.52    1649.7
13503    world    2181.93    225.52    1645.08
13502    world    2195.49    225.52    1639.42
13502    world    2182.74    225.52    1634.7
13504    world    2228.66    225.52    1640.55
13503    world    2223.76    225.52    1659.96
13503    world    2209.34    225.52    1655.34
13502    world    2222.91    225.52    1649.68
13502    world    2210.16    225.52    1644.96
